,SA2_MAINCODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,Male_Lone_Parent_Employed_Worked_Full_Time,Male_Lone_Parent_Employed_Worked_Part_Time,Male_Lone_Parent_Employed_Away_From_Work,Male_Lone_Parent_Hours_Worked_Not_Stated,Male_Lone_Parent_Total_Employed,Male_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Male_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Male_Lone_Parent_Total_Unemployed,Male_Lone_Parent_Total_Labour_Force,Male_Lone_Parent_Not_In_The_Labour_Force,Male_Lone_Parent_Labour_Force_Status_Not_Stated,Male_Lone_Parent_Total,Female_Lone_Parent_Employed_Worked_Full_Time,Female_Lone_Parent_Employed_Worked_Part_Time,Female_Lone_Parent_Employed_Away_From_Work,Female_Lone_Parent_Hours_Worked_Not_Stated,Female_Lone_Parent_Total_Employed,Female_Lone_Parent_Unemployed_Looking_For_Full_Time_Work,Female_Lone_Parent_Unemployed_Looking_For_Part_Time_Work,Female_Lone_Parent_Total_Unemployed,Female_Lone_Parent_Total_Labour_Force,Female_Lone_Parent_Not_In_The_Labour_Force,Female_Lone_Parent_Labour_Force_Status_Not_Stated,Female_Lone_Parent_Total,Total_Lone_Parents_Employed_Worked_Full_Time,Total_Lone_Parents_Employed_Worked_Part_Time,Total_Lone_Parents_Employed_Away_From_Work,Total_Lone_Parents_Hours_Worked_Not_Stated,Total_Lone_Parents_Total_Employed,Total_Lone_Parents_Unemployed_Looking_For_Full_Time_Work,Total_Lone_Parents_Unemployed_Looking_For_Part_Time_Work,Total_Lone_Parents_Total_Unemployed,Total_Lone_Parents_Total_Labour_Force,Total_Lone_Parents_Not_In_The_Labour_Force,Total_Lone_Parents_Labour_Force_Status_Not_Stated,Total_Lone_Parents_Total,SA2_name,Index of Relative Socio-economic Disadvantage_score,Index of Relative Socio-economic Disadvantage_decile,Index of Relative Socio-economic Adv and Disadv_score,Index of Relative Socio-economic Adv and Disadv_decile,Index of Economic Resources_score,Index of Economic Resources_decile,Index of Education and Occupation_score,Index of Education and Occupation_decile,Usual Resident Population,code,name,total,vulnerable,vulnerable_percentage
10,201021011,9,7,0,0,16,0,3,3,18,3,0,23,83,24,3,0,106,0,0,0,105,4,0,117,23,0,0,0,28,0,0,0,28,0,0,27,3,0,0,0,3,0,0,0,3,0,0,3,117,32,3,0,156,4,3,3,160,9,0,169,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,120,32,3,0,160,4,3,3,160,9,0,170,70,22,4,6,99,0,0,0,104,6,0,107,3,0,0,0,3,0,0,0,3,0,0,3,195,49,11,6,259,3,3,3,269,19,0,285,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,22,0,0,0,21,31,0,53,3,11,4,0,23,0,0,0,24,31,0,52,Daylesford,1007,5,995,5,1002,5,1047.0,8.0,8956.0,21011,Daylesford,59,8,0.14
11,201021012,18,6,0,0,18,0,0,0,18,0,0,23,71,8,3,0,81,0,0,0,86,3,0,88,11,0,0,0,12,0,0,0,12,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,102,16,9,3,119,0,0,0,122,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,104,16,9,3,126,0,0,0,129,3,0,127,67,7,0,0,80,0,0,3,81,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,173,22,7,3,208,4,0,5,210,9,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,15,17,4,30,0,7,0,0,7,0,0,0,15,19,4,36,Gordon (Vic.),1023,6,1000,6,1041,8,993.0,6.0,5656.0,21012,Gordon (Vic.),57,5,0.09
12,201031013,11,3,0,0,12,0,0,0,12,0,0,12,32,0,0,0,36,0,0,0,36,0,0,36,5,0,5,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,45,3,5,0,58,0,0,0,58,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,5,0,57,0,0,0,57,0,0,55,37,0,0,0,41,0,0,0,40,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,84,5,5,0,97,0,0,0,100,10,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,13,0,8,Avoca,931,2,922,2,961,3,958.0,4.0,3302.0,21013,Avoca,32,2,0.06
13,201031014,13,0,0,0,13,0,0,0,13,0,0,13,64,7,0,0,69,0,0,0,69,3,0,68,14,3,3,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,86,9,3,0,100,0,0,0,100,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,91,9,3,0,103,0,0,0,103,3,0,102,48,3,0,0,49,0,0,0,50,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,133,15,3,0,152,0,0,0,152,6,0,155,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,0,14,0,0,3,14,14,0,31,7,11,0,0,15,0,0,3,18,15,0,33,Beaufort,969,4,948,3,994,5,963.0,4.0,4395.0,21014,Beaufort,43,4,0.09
14,201031015,12,0,0,0,13,0,0,0,13,0,0,13,78,9,0,0,87,0,0,0,87,4,0,89,8,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,93,17,3,0,116,0,0,0,116,3,0,120,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,6,7,0,0,0,10,0,0,0,10,0,0,6,98,13,5,0,118,0,0,0,118,5,0,127,62,6,0,0,71,0,0,0,71,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,158,25,5,0,187,0,0,0,187,11,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,16,0,23,0,3,3,0,7,0,0,0,7,21,0,25,Golden Plains - North,993,5,962,4,1018,7,959.0,4.0,4483.0,21015,Golden Plains - North,54,6,0.11
15,201031016,18,7,0,0,28,0,0,0,28,0,0,25,70,7,0,4,78,3,0,3,82,0,0,83,13,3,0,0,18,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,99,23,0,4,121,3,0,3,123,3,0,123,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,8,0,0,8,100,22,0,4,124,3,0,3,130,3,0,130,53,15,0,0,70,10,0,6,78,13,0,93,0,0,0,0,0,0,0,0,0,0,0,0,153,37,0,4,199,14,0,15,211,16,0,226,0,0,0,0,0,0,0,0,0,3,0,3,0,16,0,0,16,3,5,9,22,86,0,108,0,16,0,0,16,3,5,9,22,85,0,114,Maryborough (Vic.),873,1,856,1,897,1,882.0,1.0,7921.0,21016,Maryborough (Vic.),85,18,0.21
16,201031017,8,0,0,0,10,0,0,0,10,0,0,14,35,7,0,0,40,0,0,0,40,4,0,42,9,0,0,3,10,0,0,0,10,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,53,7,0,3,67,0,0,0,67,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,57,7,0,3,71,0,0,0,71,5,0,76,50,8,0,0,59,0,3,5,65,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,103,19,3,3,131,0,3,5,131,16,0,146,0,0,0,0,0,0,0,0,0,3,0,7,0,8,3,0,7,0,3,5,10,20,0,34,0,9,3,0,8,0,3,5,14,22,0,42,Maryborough Region,914,2,891,1,954,3,901.0,2.0,5268.0,21017,Maryborough Region,42,9,0.21
17,202011018,31,19,0,0,46,0,0,0,49,0,0,49,123,29,0,0,152,0,0,0,155,5,0,163,37,3,6,0,43,3,0,3,49,0,0,49,4,0,0,0,5,0,0,0,5,0,0,5,191,49,11,3,247,5,0,5,256,5,0,264,3,0,0,0,7,0,0,0,7,0,0,4,10,0,0,0,14,0,0,0,14,0,0,14,14,3,0,0,12,0,0,0,12,0,0,16,204,51,11,3,268,5,0,5,276,9,0,282,143,31,3,0,174,22,0,23,197,29,3,224,0,0,0,0,0,0,0,0,0,0,0,0,351,77,9,3,439,30,0,29,468,38,3,509,4,0,0,0,6,0,0,0,13,6,0,15,7,27,4,0,41,3,14,15,55,129,0,184,10,27,7,0,50,0,19,21,70,137,0,201,Bendigo,919,2,916,2,895,1,954.0,4.0,14460.0,21018,Bendigo,170,31,0.18
18,202011019,47,6,3,0,56,4,0,4,56,3,0,63,145,34,9,0,182,5,3,3,187,10,0,197,25,10,3,0,38,3,0,3,45,0,0,45,3,0,0,0,7,0,0,0,7,0,0,7,222,44,13,3,280,10,3,15,291,17,0,308,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,4,4,11,0,0,11,10,0,0,0,10,0,4,4,11,0,0,11,229,44,13,3,287,10,3,12,304,17,0,321,126,35,7,3,171,11,0,15,186,34,0,221,0,0,0,0,0,0,0,0,0,0,0,0,360,76,18,9,460,25,4,30,486,54,0,542,4,0,0,0,4,0,4,4,7,3,0,7,13,34,6,0,50,4,12,17,61,140,4,207,16,34,6,0,51,4,14,20,67,144,4,218,California Gully - Eaglehawk,899,1,881,1,920,2,888.0,1.0,11965.0,21019,California Gully - Eaglehawk,194,53,0.27
19,202011020,49,7,0,0,52,0,0,4,55,0,0,55,181,26,3,0,210,0,0,0,211,3,0,211,36,5,6,3,49,0,0,0,51,0,0,51,0,0,0,0,3,0,0,0,3,0,0,3,262,38,12,3,311,4,3,4,319,5,0,317,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,9,3,0,16,8,0,0,0,13,0,0,0,15,3,0,16,267,38,12,7,325,3,3,10,333,9,0,337,116,19,0,0,132,4,3,4,139,21,0,155,0,0,0,0,0,0,0,0,0,0,0,0,380,58,12,5,453,5,9,18,472,25,0,497,0,0,0,0,5,0,0,0,4,0,0,7,3,20,3,0,29,3,4,7,35,79,0,116,8,26,3,0,33,7,4,5,45,77,0,125,East Bendigo - Kennington,996,5,985,5,962,3,1016.0,7.0,13507.0,21020,East Bendigo - Kennington,151,14,0.09
20,202011021,38,10,0,0,49,0,0,0,49,3,0,50,134,12,3,0,150,0,0,0,151,3,0,151,26,4,4,0,32,0,0,0,32,0,0,32,5,0,0,0,5,0,0,0,5,0,0,5,201,26,5,0,233,0,0,0,232,4,0,234,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,0,10,0,0,10,7,3,0,0,10,0,0,0,10,0,0,10,208,23,5,0,240,0,0,0,241,4,0,247,89,18,0,0,107,3,0,6,112,9,0,121,0,0,0,0,0,0,0,0,0,0,0,0,299,40,5,0,343,10,0,12,355,13,0,366,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,0,21,0,0,0,25,62,0,85,7,16,3,0,22,0,0,0,25,58,0,88,Flora Hill - Spring Gully,991,5,983,5,930,2,1034.0,7.0,9295.0,21021,Flora Hill - Spring Gully,91,10,0.11
21,202011022,65,11,0,0,75,3,0,6,80,6,0,90,268,39,0,0,310,0,0,0,312,7,4,317,56,10,3,0,69,0,0,0,69,0,0,69,0,3,0,0,3,0,0,0,3,0,0,3,387,60,4,3,456,3,0,5,467,15,4,480,3,0,0,0,3,0,0,0,3,3,0,8,10,5,0,0,14,3,0,3,14,0,0,17,14,5,0,0,21,3,0,3,23,0,0,22,403,64,7,3,479,11,0,9,487,16,4,503,263,42,3,3,309,6,5,12,322,31,0,356,0,0,0,0,0,0,0,0,0,0,0,0,669,103,10,3,792,10,5,18,809,51,4,859,4,0,0,0,5,3,0,3,8,13,0,20,13,47,4,3,59,0,4,5,67,151,0,219,12,47,4,4,72,4,4,7,80,159,0,241,Kangaroo Flat - Golden Square,949,3,926,2,945,2,926.0,3.0,19687.0,21022,Kangaroo Flat - Golden Square,237,26,0.11
22,202011023,31,0,3,0,35,0,0,0,35,0,0,35,157,10,0,0,168,0,0,0,169,0,0,169,43,0,10,0,53,0,0,0,53,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,228,13,9,0,253,0,0,0,256,6,0,258,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,11,0,0,11,238,13,9,0,260,0,0,0,266,6,0,265,89,7,4,0,100,0,0,0,102,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,328,17,14,0,370,3,0,5,370,6,0,375,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,6,0,0,0,6,10,0,20,3,6,3,0,11,0,0,0,11,12,0,27,Maiden Gully,1074,9,1036,7,1092,10,996.0,6.0,5084.0,21023,Maiden Gully,97,5,0.05
23,202011024,51,10,0,0,61,0,0,3,67,0,0,67,235,11,0,0,251,4,0,4,257,0,0,253,53,5,0,0,67,0,0,0,67,0,0,67,3,0,0,0,3,0,0,0,3,0,0,3,341,35,5,0,383,3,0,8,391,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,12,0,0,12,347,39,5,4,390,8,0,4,396,0,0,396,104,12,3,0,126,0,0,0,126,6,0,131,0,0,0,0,0,0,0,0,0,0,0,0,453,48,10,5,520,8,0,4,521,9,0,529,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,20,0,0,0,24,20,0,45,4,14,3,0,20,0,0,0,24,20,0,45,Strathfieldsaye,1085,9,1062,8,1090,10,1048.0,8.0,8630.0,21024,Strathfieldsaye,155,7,0.05
24,202011025,77,6,0,0,85,3,0,3,86,4,0,91,292,22,3,4,321,0,3,4,326,9,0,330,84,11,18,0,109,0,0,0,109,3,0,115,3,0,0,0,4,0,0,0,4,0,0,4,451,44,18,7,521,4,3,6,526,11,0,540,3,0,0,0,3,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,4,0,14,10,0,0,0,10,0,0,0,12,4,0,13,463,44,18,7,528,8,3,6,538,18,0,553,175,27,4,7,207,7,0,7,210,22,0,232,0,0,0,0,0,0,0,0,0,0,0,0,636,64,19,11,734,10,3,10,745,39,0,781,5,3,0,0,5,0,0,0,5,3,0,11,14,52,18,0,81,0,7,11,89,61,0,150,15,54,18,0,92,4,7,13,98,63,0,164,White Hills - Ascot,1007,5,974,4,1009,6,963.0,4.0,11747.0,21025,White Hills - Ascot,203,17,0.08
25,202021026,42,3,0,0,51,0,0,0,51,5,0,54,148,13,3,0,168,0,0,0,173,0,0,174,33,5,0,3,36,0,0,0,36,0,0,35,3,0,0,0,3,0,0,0,3,3,0,3,226,21,9,3,259,0,0,0,260,9,0,266,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,232,21,9,3,268,0,0,0,263,9,0,274,84,0,5,0,92,0,0,0,89,4,0,95,3,0,0,0,3,0,0,0,3,0,0,3,324,21,7,3,358,4,0,4,357,14,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,3,3,19,19,0,36,0,11,0,0,16,0,3,3,19,19,0,36,Bendigo Region - South,1063,8,1033,7,1079,9,1010.0,6.0,7184.0,21026,Bendigo Region - South,100,6,0.06
26,202021027,17,3,0,0,25,0,0,0,26,4,0,28,105,34,3,0,141,0,0,0,139,5,0,148,26,0,3,0,29,0,0,0,29,0,0,29,3,0,0,0,6,0,0,0,6,0,0,6,153,42,7,3,198,4,0,4,204,9,0,209,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,5,0,0,5,3,3,0,0,5,0,0,0,5,0,0,5,159,44,7,3,205,4,0,4,211,9,0,214,97,25,3,0,131,3,0,4,133,10,0,149,0,0,0,0,0,0,0,0,0,0,0,0,255,70,11,3,337,5,0,7,344,22,3,365,0,3,0,0,3,0,0,0,3,0,0,4,0,15,0,0,18,0,0,0,17,51,0,72,3,15,0,0,16,0,0,0,23,53,0,73,Castlemaine,984,4,972,4,964,3,1025.0,7.0,10583.0,21027,Castlemaine,90,19,0.21
27,202021028,16,4,0,0,28,0,0,0,27,0,0,30,79,18,4,0,104,0,0,0,104,3,0,111,13,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,112,28,4,4,150,0,0,0,149,8,0,156,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,11,0,0,11,122,28,4,4,156,0,0,0,161,8,0,166,72,17,4,3,93,3,0,3,99,6,0,103,0,0,0,3,3,0,0,0,3,0,0,3,191,47,8,8,249,5,0,5,255,15,0,272,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,6,0,0,0,6,20,0,22,0,6,0,0,6,0,0,0,6,21,0,26,Castlemaine Region,1008,5,988,5,1014,6,1018.0,7.0,8474.0,21028,Castlemaine Region,63,4,0.06
28,202021029,20,0,0,3,27,0,0,0,26,0,0,26,34,8,0,0,44,3,0,3,50,0,0,46,3,0,0,3,6,0,0,0,6,0,0,6,3,0,0,3,3,0,0,0,3,0,0,3,66,9,0,8,79,5,0,5,84,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,0,8,79,5,0,5,84,0,0,89,40,7,0,4,50,0,0,0,50,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,104,10,4,13,127,5,0,5,134,5,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,32,0,0,0,0,0,0,0,0,0,27,0,29,Heathcote,944,3,924,2,974,4,934.0,3.0,4513.0,21029,Heathcote,53,14,0.26
29,202021030,28,6,0,0,40,0,0,0,40,13,0,52,154,32,0,0,186,0,0,0,191,3,0,198,26,8,0,0,40,0,0,0,40,0,0,40,0,0,0,0,6,0,0,0,6,0,0,6,213,48,0,3,272,0,0,0,274,18,0,287,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,9,0,0,0,9,0,0,9,225,48,0,3,283,0,0,0,286,18,0,297,114,14,4,3,132,0,0,0,132,10,0,140,0,0,3,0,3,0,0,0,3,0,4,4,334,64,7,5,414,0,0,0,414,24,4,439,3,3,0,0,3,0,0,0,8,0,0,8,3,21,0,0,22,0,0,0,25,24,0,47,3,22,0,0,29,0,3,3,29,24,0,54,Kyneton,1017,6,1000,6,1022,7,1017.0,7.0,9648.0,21030,Kyneton,107,5,0.05
30,202021031,16,5,0,0,25,0,0,0,29,3,0,28,124,21,0,0,144,0,3,3,149,0,0,149,24,3,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,169,28,3,0,204,0,3,5,206,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,6,3,0,0,0,4,0,0,0,6,0,0,6,172,32,3,0,209,0,3,3,216,3,0,213,83,14,3,0,102,3,0,3,98,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,250,42,9,0,304,5,3,4,313,7,0,322,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,12,15,0,25,7,5,0,0,11,0,0,0,11,14,0,32,Woodend,1071,9,1063,8,1069,9,1080.0,8.0,6899.0,21031,Woodend,97,5,0.05
31,202031032,19,4,0,0,23,0,0,0,23,0,0,23,70,3,0,0,74,0,0,0,74,0,0,74,15,3,0,0,22,0,0,0,22,0,0,22,4,0,0,0,4,0,0,0,4,0,0,4,103,13,0,3,122,0,0,0,122,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,13,0,3,124,0,0,0,124,0,0,127,42,3,0,0,46,0,0,0,50,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,143,20,3,6,169,0,0,0,174,8,0,185,0,3,0,0,3,0,0,0,3,0,0,3,0,9,0,0,9,0,0,0,5,27,0,37,0,12,0,0,12,0,0,0,9,27,0,40,Bendigo Region - North,994,5,967,4,1028,7,959.0,4.0,4363.0,21032,Bendigo Region - North,51,4,0.08
32,202031033,32,3,0,0,39,0,0,0,39,0,0,38,62,5,0,3,70,0,0,0,70,7,0,72,17,0,0,0,17,0,0,0,17,0,0,17,0,0,0,3,3,0,0,0,3,0,0,3,115,6,0,6,128,0,0,0,128,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,5,0,6,129,0,0,0,129,7,0,134,65,10,0,3,78,5,0,5,84,19,0,101,0,0,0,0,0,0,0,0,0,0,0,3,182,15,0,8,209,5,0,5,212,23,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,34,0,40,0,3,0,0,3,0,0,0,3,34,0,40,Loddon,941,3,932,3,969,4,965.0,5.0,7057.0,21033,Loddon,63,11,0.17
33,203011034,34,4,0,0,42,0,0,0,42,0,0,42,162,18,3,0,187,0,0,0,187,3,0,190,44,6,4,0,57,0,0,0,57,0,0,57,3,0,0,5,6,0,0,0,6,0,0,6,241,28,8,3,282,0,0,0,288,3,0,290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,247,25,8,3,288,0,0,0,285,3,0,290,137,22,0,4,163,0,0,0,163,3,0,165,0,0,0,0,0,0,0,0,0,0,0,0,381,45,16,8,455,0,0,0,456,7,0,460,7,0,0,0,7,0,0,0,7,0,0,7,0,5,0,0,5,0,0,0,5,20,0,24,8,5,0,0,11,0,0,0,11,20,0,31,Bannockburn,1061,8,1028,7,1085,9,987.0,5.0,6420.0,21034,Bannockburn,117,6,0.05
