Sex,LFSP_C16,Labour force status,ASGS_2016,Region,Value
Males,1,"Employed, worked full-time",215031400,Buloke,0
Females,1,"Employed, worked full-time",215031400,Buloke,3
Persons,1,"Employed, worked full-time",215031400,Buloke,3
Males,2,"Employed, worked part-time",215031400,Buloke,0
Females,2,"Employed, worked part-time",215031400,Buloke,10
Persons,2,"Employed, worked part-time",215031400,Buloke,10
Males,3,"Employed, away from work",215031400,Buloke,0
Females,3,"Employed, away from work",215031400,Buloke,3
Persons,3,"Employed, away from work",215031400,Buloke,3
Males,4,"Employed, hours of work not stated",215031400,Buloke,0
Females,4,"Employed, hours of work not stated",215031400,Buloke,0
Persons,4,"Employed, hours of work not stated",215031400,Buloke,0
Males,5,"Unemployed, looking for full-time work",215031400,Buloke,0
Females,5,"Unemployed, looking for full-time work",215031400,Buloke,0
Persons,5,"Unemployed, looking for full-time work",215031400,Buloke,0
Males,6,"Unemployed, looking for part-time work",215031400,Buloke,0
Females,6,"Unemployed, looking for part-time work",215031400,Buloke,0
Persons,6,"Unemployed, looking for part-time work",215031400,Buloke,0
Males,7,Not in the labour force,215031400,Buloke,0
Females,7,Not in the labour force,215031400,Buloke,20
Persons,7,Not in the labour force,215031400,Buloke,20
Males,Z,Labour force status not stated,215031400,Buloke,0
Females,Z,Labour force status not stated,215031400,Buloke,0
Persons,Z,Labour force status not stated,215031400,Buloke,0
Males,EMP,Total Employed,215031400,Buloke,0
Females,EMP,Total Employed,215031400,Buloke,11
Persons,EMP,Total Employed,215031400,Buloke,11
Males,UEMP,Total Unemployed,215031400,Buloke,0
Females,UEMP,Total Unemployed,215031400,Buloke,0
Persons,UEMP,Total Unemployed,215031400,Buloke,0
Males,LF,Total Labour Force,215031400,Buloke,0
Females,LF,Total Labour Force,215031400,Buloke,11
Persons,LF,Total Labour Force,215031400,Buloke,11
Males,TOT,Total,215031400,Buloke,0
Females,TOT,Total,215031400,Buloke,31
Persons,TOT,Total,215031400,Buloke,31
Males,1,"Employed, worked full-time",215031401,Gannawarra,3
Females,1,"Employed, worked full-time",215031401,Gannawarra,0
Persons,1,"Employed, worked full-time",215031401,Gannawarra,3
Males,2,"Employed, worked part-time",215031401,Gannawarra,0
Females,2,"Employed, worked part-time",215031401,Gannawarra,9
Persons,2,"Employed, worked part-time",215031401,Gannawarra,9
Males,3,"Employed, away from work",215031401,Gannawarra,0
Females,3,"Employed, away from work",215031401,Gannawarra,0
Persons,3,"Employed, away from work",215031401,Gannawarra,0
Males,4,"Employed, hours of work not stated",215031401,Gannawarra,0
Females,4,"Employed, hours of work not stated",215031401,Gannawarra,0
Persons,4,"Employed, hours of work not stated",215031401,Gannawarra,0
Males,5,"Unemployed, looking for full-time work",215031401,Gannawarra,0
Females,5,"Unemployed, looking for full-time work",215031401,Gannawarra,0
Persons,5,"Unemployed, looking for full-time work",215031401,Gannawarra,0
Males,6,"Unemployed, looking for part-time work",215031401,Gannawarra,0
Females,6,"Unemployed, looking for part-time work",215031401,Gannawarra,0
Persons,6,"Unemployed, looking for part-time work",215031401,Gannawarra,0
Males,7,Not in the labour force,215031401,Gannawarra,0
Females,7,Not in the labour force,215031401,Gannawarra,26
Persons,7,Not in the labour force,215031401,Gannawarra,26
Males,Z,Labour force status not stated,215031401,Gannawarra,0
Females,Z,Labour force status not stated,215031401,Gannawarra,0
Persons,Z,Labour force status not stated,215031401,Gannawarra,0
Males,EMP,Total Employed,215031401,Gannawarra,3
Females,EMP,Total Employed,215031401,Gannawarra,8
Persons,EMP,Total Employed,215031401,Gannawarra,10
Males,UEMP,Total Unemployed,215031401,Gannawarra,0
Females,UEMP,Total Unemployed,215031401,Gannawarra,0
Persons,UEMP,Total Unemployed,215031401,Gannawarra,0
Males,LF,Total Labour Force,215031401,Gannawarra,3
Females,LF,Total Labour Force,215031401,Gannawarra,9
Persons,LF,Total Labour Force,215031401,Gannawarra,13
Males,TOT,Total,215031401,Gannawarra,3
Females,TOT,Total,215031401,Gannawarra,38
Persons,TOT,Total,215031401,Gannawarra,42
Males,1,"Employed, worked full-time",215031402,Kerang,0
Females,1,"Employed, worked full-time",215031402,Kerang,0
Persons,1,"Employed, worked full-time",215031402,Kerang,0
Males,2,"Employed, worked part-time",215031402,Kerang,0
Females,2,"Employed, worked part-time",215031402,Kerang,3
Persons,2,"Employed, worked part-time",215031402,Kerang,3
Males,3,"Employed, away from work",215031402,Kerang,0
Females,3,"Employed, away from work",215031402,Kerang,0
Persons,3,"Employed, away from work",215031402,Kerang,0
Males,4,"Employed, hours of work not stated",215031402,Kerang,0
Females,4,"Employed, hours of work not stated",215031402,Kerang,0
Persons,4,"Employed, hours of work not stated",215031402,Kerang,0
Males,5,"Unemployed, looking for full-time work",215031402,Kerang,0
Females,5,"Unemployed, looking for full-time work",215031402,Kerang,0
Persons,5,"Unemployed, looking for full-time work",215031402,Kerang,0
Males,6,"Unemployed, looking for part-time work",215031402,Kerang,0
Females,6,"Unemployed, looking for part-time work",215031402,Kerang,0
Persons,6,"Unemployed, looking for part-time work",215031402,Kerang,0
Males,7,Not in the labour force,215031402,Kerang,4
Females,7,Not in the labour force,215031402,Kerang,21
Persons,7,Not in the labour force,215031402,Kerang,24
Males,Z,Labour force status not stated,215031402,Kerang,0
Females,Z,Labour force status not stated,215031402,Kerang,0
Persons,Z,Labour force status not stated,215031402,Kerang,0
Males,EMP,Total Employed,215031402,Kerang,0
Females,EMP,Total Employed,215031402,Kerang,7
Persons,EMP,Total Employed,215031402,Kerang,9
Males,UEMP,Total Unemployed,215031402,Kerang,0
Females,UEMP,Total Unemployed,215031402,Kerang,0
Persons,UEMP,Total Unemployed,215031402,Kerang,0
Males,LF,Total Labour Force,215031402,Kerang,0
Females,LF,Total Labour Force,215031402,Kerang,6
Persons,LF,Total Labour Force,215031402,Kerang,6
Males,TOT,Total,215031402,Kerang,7
Females,TOT,Total,215031402,Kerang,28
Persons,TOT,Total,215031402,Kerang,27
Males,1,"Employed, worked full-time",215031403,Robinvale,3
Females,1,"Employed, worked full-time",215031403,Robinvale,0
Persons,1,"Employed, worked full-time",215031403,Robinvale,4
Males,2,"Employed, worked part-time",215031403,Robinvale,0
Females,2,"Employed, worked part-time",215031403,Robinvale,3
Persons,2,"Employed, worked part-time",215031403,Robinvale,3
Males,3,"Employed, away from work",215031403,Robinvale,0
Females,3,"Employed, away from work",215031403,Robinvale,0
Persons,3,"Employed, away from work",215031403,Robinvale,0
Males,4,"Employed, hours of work not stated",215031403,Robinvale,0
Females,4,"Employed, hours of work not stated",215031403,Robinvale,0
Persons,4,"Employed, hours of work not stated",215031403,Robinvale,0
Males,5,"Unemployed, looking for full-time work",215031403,Robinvale,0
Females,5,"Unemployed, looking for full-time work",215031403,Robinvale,0
Persons,5,"Unemployed, looking for full-time work",215031403,Robinvale,0
Males,6,"Unemployed, looking for part-time work",215031403,Robinvale,0
Females,6,"Unemployed, looking for part-time work",215031403,Robinvale,0
Persons,6,"Unemployed, looking for part-time work",215031403,Robinvale,0
Males,7,Not in the labour force,215031403,Robinvale,0
Females,7,Not in the labour force,215031403,Robinvale,24
Persons,7,Not in the labour force,215031403,Robinvale,24
Males,Z,Labour force status not stated,215031403,Robinvale,0
Females,Z,Labour force status not stated,215031403,Robinvale,0
Persons,Z,Labour force status not stated,215031403,Robinvale,0
Males,EMP,Total Employed,215031403,Robinvale,3
Females,EMP,Total Employed,215031403,Robinvale,7
Persons,EMP,Total Employed,215031403,Robinvale,7
Males,UEMP,Total Unemployed,215031403,Robinvale,0
Females,UEMP,Total Unemployed,215031403,Robinvale,0
Persons,UEMP,Total Unemployed,215031403,Robinvale,0
Males,LF,Total Labour Force,215031403,Robinvale,3
Females,LF,Total Labour Force,215031403,Robinvale,8
Persons,LF,Total Labour Force,215031403,Robinvale,11
Males,TOT,Total,215031403,Robinvale,3
Females,TOT,Total,215031403,Robinvale,33
Persons,TOT,Total,215031403,Robinvale,35
Males,1,"Employed, worked full-time",215031404,Swan Hill,0
Females,1,"Employed, worked full-time",215031404,Swan Hill,13
Persons,1,"Employed, worked full-time",215031404,Swan Hill,11
Males,2,"Employed, worked part-time",215031404,Swan Hill,3
Females,2,"Employed, worked part-time",215031404,Swan Hill,32
Persons,2,"Employed, worked part-time",215031404,Swan Hill,36
Males,3,"Employed, away from work",215031404,Swan Hill,0
Females,3,"Employed, away from work",215031404,Swan Hill,3
Persons,3,"Employed, away from work",215031404,Swan Hill,3
Males,4,"Employed, hours of work not stated",215031404,Swan Hill,0
Females,4,"Employed, hours of work not stated",215031404,Swan Hill,3
Persons,4,"Employed, hours of work not stated",215031404,Swan Hill,3
Males,5,"Unemployed, looking for full-time work",215031404,Swan Hill,0
Females,5,"Unemployed, looking for full-time work",215031404,Swan Hill,3
Persons,5,"Unemployed, looking for full-time work",215031404,Swan Hill,3
Males,6,"Unemployed, looking for part-time work",215031404,Swan Hill,0
Females,6,"Unemployed, looking for part-time work",215031404,Swan Hill,6
Persons,6,"Unemployed, looking for part-time work",215031404,Swan Hill,6
Males,7,Not in the labour force,215031404,Swan Hill,3
Females,7,Not in the labour force,215031404,Swan Hill,67
Persons,7,Not in the labour force,215031404,Swan Hill,68
Males,Z,Labour force status not stated,215031404,Swan Hill,0
Females,Z,Labour force status not stated,215031404,Swan Hill,0
Persons,Z,Labour force status not stated,215031404,Swan Hill,3
Males,EMP,Total Employed,215031404,Swan Hill,8
Females,EMP,Total Employed,215031404,Swan Hill,45
Persons,EMP,Total Employed,215031404,Swan Hill,49
Males,UEMP,Total Unemployed,215031404,Swan Hill,0
Females,UEMP,Total Unemployed,215031404,Swan Hill,5
Persons,UEMP,Total Unemployed,215031404,Swan Hill,5
Males,LF,Total Labour Force,215031404,Swan Hill,8
Females,LF,Total Labour Force,215031404,Swan Hill,55
Persons,LF,Total Labour Force,215031404,Swan Hill,61
Males,TOT,Total,215031404,Swan Hill,11
Females,TOT,Total,215031404,Swan Hill,120
Persons,TOT,Total,215031404,Swan Hill,131
Males,1,"Employed, worked full-time",215031405,Swan Hill Region,0
Females,1,"Employed, worked full-time",215031405,Swan Hill Region,3
Persons,1,"Employed, worked full-time",215031405,Swan Hill Region,3
Males,2,"Employed, worked part-time",215031405,Swan Hill Region,0
Females,2,"Employed, worked part-time",215031405,Swan Hill Region,0
Persons,2,"Employed, worked part-time",215031405,Swan Hill Region,0
Males,3,"Employed, away from work",215031405,Swan Hill Region,0
Females,3,"Employed, away from work",215031405,Swan Hill Region,0
Persons,3,"Employed, away from work",215031405,Swan Hill Region,0
Males,4,"Employed, hours of work not stated",215031405,Swan Hill Region,0
Females,4,"Employed, hours of work not stated",215031405,Swan Hill Region,0
Persons,4,"Employed, hours of work not stated",215031405,Swan Hill Region,0
Males,5,"Unemployed, looking for full-time work",215031405,Swan Hill Region,0
Females,5,"Unemployed, looking for full-time work",215031405,Swan Hill Region,0
Persons,5,"Unemployed, looking for full-time work",215031405,Swan Hill Region,0
Males,6,"Unemployed, looking for part-time work",215031405,Swan Hill Region,0
Females,6,"Unemployed, looking for part-time work",215031405,Swan Hill Region,0
Persons,6,"Unemployed, looking for part-time work",215031405,Swan Hill Region,0
Males,7,Not in the labour force,215031405,Swan Hill Region,6
Females,7,Not in the labour force,215031405,Swan Hill Region,16
Persons,7,Not in the labour force,215031405,Swan Hill Region,23
Males,Z,Labour force status not stated,215031405,Swan Hill Region,0
Females,Z,Labour force status not stated,215031405,Swan Hill Region,0
Persons,Z,Labour force status not stated,215031405,Swan Hill Region,0
Males,EMP,Total Employed,215031405,Swan Hill Region,0
Females,EMP,Total Employed,215031405,Swan Hill Region,3
Persons,EMP,Total Employed,215031405,Swan Hill Region,5
Males,UEMP,Total Unemployed,215031405,Swan Hill Region,0
Females,UEMP,Total Unemployed,215031405,Swan Hill Region,3
Persons,UEMP,Total Unemployed,215031405,Swan Hill Region,3
Males,LF,Total Labour Force,215031405,Swan Hill Region,0
Females,LF,Total Labour Force,215031405,Swan Hill Region,9
Persons,LF,Total Labour Force,215031405,Swan Hill Region,9
Males,TOT,Total,215031405,Swan Hill Region,3
Females,TOT,Total,215031405,Swan Hill Region,22
Persons,TOT,Total,215031405,Swan Hill Region,31
Males,1,"Employed, worked full-time",216011406,Echuca,4
Females,1,"Employed, worked full-time",216011406,Echuca,7
Persons,1,"Employed, worked full-time",216011406,Echuca,15
Males,2,"Employed, worked part-time",216011406,Echuca,0
Females,2,"Employed, worked part-time",216011406,Echuca,36
Persons,2,"Employed, worked part-time",216011406,Echuca,36
Males,3,"Employed, away from work",216011406,Echuca,0
Females,3,"Employed, away from work",216011406,Echuca,3
Persons,3,"Employed, away from work",216011406,Echuca,3
Males,4,"Employed, hours of work not stated",216011406,Echuca,0
Females,4,"Employed, hours of work not stated",216011406,Echuca,0
Persons,4,"Employed, hours of work not stated",216011406,Echuca,3
Males,5,"Unemployed, looking for full-time work",216011406,Echuca,0
Females,5,"Unemployed, looking for full-time work",216011406,Echuca,0
Persons,5,"Unemployed, looking for full-time work",216011406,Echuca,0
Males,6,"Unemployed, looking for part-time work",216011406,Echuca,0
Females,6,"Unemployed, looking for part-time work",216011406,Echuca,7
Persons,6,"Unemployed, looking for part-time work",216011406,Echuca,7
Males,7,Not in the labour force,216011406,Echuca,3
Females,7,Not in the labour force,216011406,Echuca,91
Persons,7,Not in the labour force,216011406,Echuca,89
Males,Z,Labour force status not stated,216011406,Echuca,3
Females,Z,Labour force status not stated,216011406,Echuca,4
Persons,Z,Labour force status not stated,216011406,Echuca,3
Males,EMP,Total Employed,216011406,Echuca,7
Females,EMP,Total Employed,216011406,Echuca,51
Persons,EMP,Total Employed,216011406,Echuca,54
Males,UEMP,Total Unemployed,216011406,Echuca,0
Females,UEMP,Total Unemployed,216011406,Echuca,7
Persons,UEMP,Total Unemployed,216011406,Echuca,10
Males,LF,Total Labour Force,216011406,Echuca,9
Females,LF,Total Labour Force,216011406,Echuca,55
Persons,LF,Total Labour Force,216011406,Echuca,68
Males,TOT,Total,216011406,Echuca,14
Females,TOT,Total,216011406,Echuca,149
Persons,TOT,Total,216011406,Echuca,162
Males,1,"Employed, worked full-time",216011407,Kyabram,6
Females,1,"Employed, worked full-time",216011407,Kyabram,3
Persons,1,"Employed, worked full-time",216011407,Kyabram,9
Males,2,"Employed, worked part-time",216011407,Kyabram,4
Females,2,"Employed, worked part-time",216011407,Kyabram,13
Persons,2,"Employed, worked part-time",216011407,Kyabram,16
Males,3,"Employed, away from work",216011407,Kyabram,0
Females,3,"Employed, away from work",216011407,Kyabram,6
Persons,3,"Employed, away from work",216011407,Kyabram,6
Males,4,"Employed, hours of work not stated",216011407,Kyabram,0
Females,4,"Employed, hours of work not stated",216011407,Kyabram,0
Persons,4,"Employed, hours of work not stated",216011407,Kyabram,0
Males,5,"Unemployed, looking for full-time work",216011407,Kyabram,0
Females,5,"Unemployed, looking for full-time work",216011407,Kyabram,0
Persons,5,"Unemployed, looking for full-time work",216011407,Kyabram,0
Males,6,"Unemployed, looking for part-time work",216011407,Kyabram,0
Females,6,"Unemployed, looking for part-time work",216011407,Kyabram,3
Persons,6,"Unemployed, looking for part-time work",216011407,Kyabram,3
Males,7,Not in the labour force,216011407,Kyabram,3
Females,7,Not in the labour force,216011407,Kyabram,47
Persons,7,Not in the labour force,216011407,Kyabram,46
Males,Z,Labour force status not stated,216011407,Kyabram,0
Females,Z,Labour force status not stated,216011407,Kyabram,0
Persons,Z,Labour force status not stated,216011407,Kyabram,0
Males,EMP,Total Employed,216011407,Kyabram,10
Females,EMP,Total Employed,216011407,Kyabram,26
Persons,EMP,Total Employed,216011407,Kyabram,28
Males,UEMP,Total Unemployed,216011407,Kyabram,0
Females,UEMP,Total Unemployed,216011407,Kyabram,3
Persons,UEMP,Total Unemployed,216011407,Kyabram,3
Males,LF,Total Labour Force,216011407,Kyabram,10
Females,LF,Total Labour Force,216011407,Kyabram,28
Persons,LF,Total Labour Force,216011407,Kyabram,37
Males,TOT,Total,216011407,Kyabram,11
Females,TOT,Total,216011407,Kyabram,76
Persons,TOT,Total,216011407,Kyabram,83
Males,1,"Employed, worked full-time",216011408,Lockington - Gunbower,0
Females,1,"Employed, worked full-time",216011408,Lockington - Gunbower,0
Persons,1,"Employed, worked full-time",216011408,Lockington - Gunbower,0
Males,2,"Employed, worked part-time",216011408,Lockington - Gunbower,0
Females,2,"Employed, worked part-time",216011408,Lockington - Gunbower,7
Persons,2,"Employed, worked part-time",216011408,Lockington - Gunbower,7
Males,3,"Employed, away from work",216011408,Lockington - Gunbower,0
Females,3,"Employed, away from work",216011408,Lockington - Gunbower,0
Persons,3,"Employed, away from work",216011408,Lockington - Gunbower,0
Males,4,"Employed, hours of work not stated",216011408,Lockington - Gunbower,0
Females,4,"Employed, hours of work not stated",216011408,Lockington - Gunbower,0
Persons,4,"Employed, hours of work not stated",216011408,Lockington - Gunbower,0
Males,5,"Unemployed, looking for full-time work",216011408,Lockington - Gunbower,0
Females,5,"Unemployed, looking for full-time work",216011408,Lockington - Gunbower,0
Persons,5,"Unemployed, looking for full-time work",216011408,Lockington - Gunbower,0
Males,6,"Unemployed, looking for part-time work",216011408,Lockington - Gunbower,0
Females,6,"Unemployed, looking for part-time work",216011408,Lockington - Gunbower,3
Persons,6,"Unemployed, looking for part-time work",216011408,Lockington - Gunbower,3
Males,7,Not in the labour force,216011408,Lockington - Gunbower,3
Females,7,Not in the labour force,216011408,Lockington - Gunbower,12
Persons,7,Not in the labour force,216011408,Lockington - Gunbower,11
Males,Z,Labour force status not stated,216011408,Lockington - Gunbower,0
Females,Z,Labour force status not stated,216011408,Lockington - Gunbower,0
Persons,Z,Labour force status not stated,216011408,Lockington - Gunbower,0
Males,EMP,Total Employed,216011408,Lockington - Gunbower,0
Females,EMP,Total Employed,216011408,Lockington - Gunbower,7
Persons,EMP,Total Employed,216011408,Lockington - Gunbower,7
Males,UEMP,Total Unemployed,216011408,Lockington - Gunbower,0
Females,UEMP,Total Unemployed,216011408,Lockington - Gunbower,3
Persons,UEMP,Total Unemployed,216011408,Lockington - Gunbower,3
Males,LF,Total Labour Force,216011408,Lockington - Gunbower,0
Females,LF,Total Labour Force,216011408,Lockington - Gunbower,10
Persons,LF,Total Labour Force,216011408,Lockington - Gunbower,10
Males,TOT,Total,216011408,Lockington - Gunbower,3
Females,TOT,Total,216011408,Lockington - Gunbower,22
Persons,TOT,Total,216011408,Lockington - Gunbower,20
Males,1,"Employed, worked full-time",216011409,Rochester,0
Females,1,"Employed, worked full-time",216011409,Rochester,0
Persons,1,"Employed, worked full-time",216011409,Rochester,0
Males,2,"Employed, worked part-time",216011409,Rochester,0
Females,2,"Employed, worked part-time",216011409,Rochester,4
Persons,2,"Employed, worked part-time",216011409,Rochester,4
Males,3,"Employed, away from work",216011409,Rochester,0
Females,3,"Employed, away from work",216011409,Rochester,0
Persons,3,"Employed, away from work",216011409,Rochester,0
Males,4,"Employed, hours of work not stated",216011409,Rochester,0
Females,4,"Employed, hours of work not stated",216011409,Rochester,0
Persons,4,"Employed, hours of work not stated",216011409,Rochester,0
Males,5,"Unemployed, looking for full-time work",216011409,Rochester,0
Females,5,"Unemployed, looking for full-time work",216011409,Rochester,0
Persons,5,"Unemployed, looking for full-time work",216011409,Rochester,0
Males,6,"Unemployed, looking for part-time work",216011409,Rochester,0
Females,6,"Unemployed, looking for part-time work",216011409,Rochester,0
Persons,6,"Unemployed, looking for part-time work",216011409,Rochester,0
Males,7,Not in the labour force,216011409,Rochester,0
Females,7,Not in the labour force,216011409,Rochester,16
Persons,7,Not in the labour force,216011409,Rochester,17
Males,Z,Labour force status not stated,216011409,Rochester,0
Females,Z,Labour force status not stated,216011409,Rochester,0
Persons,Z,Labour force status not stated,216011409,Rochester,0
Males,EMP,Total Employed,216011409,Rochester,0
Females,EMP,Total Employed,216011409,Rochester,4
Persons,EMP,Total Employed,216011409,Rochester,4
Males,UEMP,Total Unemployed,216011409,Rochester,0
Females,UEMP,Total Unemployed,216011409,Rochester,0
Persons,UEMP,Total Unemployed,216011409,Rochester,0
Males,LF,Total Labour Force,216011409,Rochester,0
Females,LF,Total Labour Force,216011409,Rochester,4
Persons,LF,Total Labour Force,216011409,Rochester,4
Males,TOT,Total,216011409,Rochester,0
Females,TOT,Total,216011409,Rochester,20
Persons,TOT,Total,216011409,Rochester,22
Males,1,"Employed, worked full-time",216011410,Rushworth,3
Females,1,"Employed, worked full-time",216011410,Rushworth,3
Persons,1,"Employed, worked full-time",216011410,Rushworth,5
Males,2,"Employed, worked part-time",216011410,Rushworth,0
Females,2,"Employed, worked part-time",216011410,Rushworth,3
Persons,2,"Employed, worked part-time",216011410,Rushworth,3
Males,3,"Employed, away from work",216011410,Rushworth,0
Females,3,"Employed, away from work",216011410,Rushworth,0
Persons,3,"Employed, away from work",216011410,Rushworth,0
Males,4,"Employed, hours of work not stated",216011410,Rushworth,0
Females,4,"Employed, hours of work not stated",216011410,Rushworth,0
Persons,4,"Employed, hours of work not stated",216011410,Rushworth,0
Males,5,"Unemployed, looking for full-time work",216011410,Rushworth,0
Females,5,"Unemployed, looking for full-time work",216011410,Rushworth,0
Persons,5,"Unemployed, looking for full-time work",216011410,Rushworth,0
Males,6,"Unemployed, looking for part-time work",216011410,Rushworth,0
Females,6,"Unemployed, looking for part-time work",216011410,Rushworth,3
Persons,6,"Unemployed, looking for part-time work",216011410,Rushworth,3
Males,7,Not in the labour force,216011410,Rushworth,0
Females,7,Not in the labour force,216011410,Rushworth,33
Persons,7,Not in the labour force,216011410,Rushworth,32
Males,Z,Labour force status not stated,216011410,Rushworth,0
Females,Z,Labour force status not stated,216011410,Rushworth,0
Persons,Z,Labour force status not stated,216011410,Rushworth,0
Males,EMP,Total Employed,216011410,Rushworth,3
Females,EMP,Total Employed,216011410,Rushworth,9
Persons,EMP,Total Employed,216011410,Rushworth,7
Males,UEMP,Total Unemployed,216011410,Rushworth,0
Females,UEMP,Total Unemployed,216011410,Rushworth,3
Persons,UEMP,Total Unemployed,216011410,Rushworth,3
Males,LF,Total Labour Force,216011410,Rushworth,3
Females,LF,Total Labour Force,216011410,Rushworth,7
Persons,LF,Total Labour Force,216011410,Rushworth,15
Males,TOT,Total,216011410,Rushworth,3
Females,TOT,Total,216011410,Rushworth,42
Persons,TOT,Total,216011410,Rushworth,45
Males,1,"Employed, worked full-time",216021411,Cobram,0
Females,1,"Employed, worked full-time",216021411,Cobram,5
Persons,1,"Employed, worked full-time",216021411,Cobram,5
Males,2,"Employed, worked part-time",216021411,Cobram,0
Females,2,"Employed, worked part-time",216021411,Cobram,17
Persons,2,"Employed, worked part-time",216021411,Cobram,17
Males,3,"Employed, away from work",216021411,Cobram,0
Females,3,"Employed, away from work",216021411,Cobram,0
Persons,3,"Employed, away from work",216021411,Cobram,0
Males,4,"Employed, hours of work not stated",216021411,Cobram,0
Females,4,"Employed, hours of work not stated",216021411,Cobram,0
Persons,4,"Employed, hours of work not stated",216021411,Cobram,0
Males,5,"Unemployed, looking for full-time work",216021411,Cobram,0
Females,5,"Unemployed, looking for full-time work",216021411,Cobram,0
Persons,5,"Unemployed, looking for full-time work",216021411,Cobram,0
Males,6,"Unemployed, looking for part-time work",216021411,Cobram,0
Females,6,"Unemployed, looking for part-time work",216021411,Cobram,0
Persons,6,"Unemployed, looking for part-time work",216021411,Cobram,0
Males,7,Not in the labour force,216021411,Cobram,0
Females,7,Not in the labour force,216021411,Cobram,34
Persons,7,Not in the labour force,216021411,Cobram,34
Males,Z,Labour force status not stated,216021411,Cobram,0
Females,Z,Labour force status not stated,216021411,Cobram,0
Persons,Z,Labour force status not stated,216021411,Cobram,3
Males,EMP,Total Employed,216021411,Cobram,0
Females,EMP,Total Employed,216021411,Cobram,24
Persons,EMP,Total Employed,216021411,Cobram,24
Males,UEMP,Total Unemployed,216021411,Cobram,0
Females,UEMP,Total Unemployed,216021411,Cobram,4
Persons,UEMP,Total Unemployed,216021411,Cobram,4
Males,LF,Total Labour Force,216021411,Cobram,0
Females,LF,Total Labour Force,216021411,Cobram,26
Persons,LF,Total Labour Force,216021411,Cobram,26
Males,TOT,Total,216021411,Cobram,0
Females,TOT,Total,216021411,Cobram,58
Persons,TOT,Total,216021411,Cobram,57
Males,1,"Employed, worked full-time",216021412,Moira,3
Females,1,"Employed, worked full-time",216021412,Moira,5
Persons,1,"Employed, worked full-time",216021412,Moira,3
Males,2,"Employed, worked part-time",216021412,Moira,0
Females,2,"Employed, worked part-time",216021412,Moira,0
Persons,2,"Employed, worked part-time",216021412,Moira,0
Males,3,"Employed, away from work",216021412,Moira,0
Females,3,"Employed, away from work",216021412,Moira,0
Persons,3,"Employed, away from work",216021412,Moira,0
Males,4,"Employed, hours of work not stated",216021412,Moira,0
Females,4,"Employed, hours of work not stated",216021412,Moira,0
Persons,4,"Employed, hours of work not stated",216021412,Moira,0
Males,5,"Unemployed, looking for full-time work",216021412,Moira,0
Females,5,"Unemployed, looking for full-time work",216021412,Moira,0
Persons,5,"Unemployed, looking for full-time work",216021412,Moira,0
Males,6,"Unemployed, looking for part-time work",216021412,Moira,0
Females,6,"Unemployed, looking for part-time work",216021412,Moira,0
Persons,6,"Unemployed, looking for part-time work",216021412,Moira,0
Males,7,Not in the labour force,216021412,Moira,0
Females,7,Not in the labour force,216021412,Moira,7
Persons,7,Not in the labour force,216021412,Moira,7
Males,Z,Labour force status not stated,216021412,Moira,0
Females,Z,Labour force status not stated,216021412,Moira,0
Persons,Z,Labour force status not stated,216021412,Moira,0
Males,EMP,Total Employed,216021412,Moira,3
Females,EMP,Total Employed,216021412,Moira,0
Persons,EMP,Total Employed,216021412,Moira,4
Males,UEMP,Total Unemployed,216021412,Moira,0
Females,UEMP,Total Unemployed,216021412,Moira,0
Persons,UEMP,Total Unemployed,216021412,Moira,0
Males,LF,Total Labour Force,216021412,Moira,3
Females,LF,Total Labour Force,216021412,Moira,3
Persons,LF,Total Labour Force,216021412,Moira,7
Males,TOT,Total,216021412,Moira,3
Females,TOT,Total,216021412,Moira,8
Persons,TOT,Total,216021412,Moira,16
Males,1,"Employed, worked full-time",216021413,Numurkah,0
Females,1,"Employed, worked full-time",216021413,Numurkah,3
Persons,1,"Employed, worked full-time",216021413,Numurkah,5
Males,2,"Employed, worked part-time",216021413,Numurkah,0
Females,2,"Employed, worked part-time",216021413,Numurkah,21
Persons,2,"Employed, worked part-time",216021413,Numurkah,22
Males,3,"Employed, away from work",216021413,Numurkah,0
Females,3,"Employed, away from work",216021413,Numurkah,0
Persons,3,"Employed, away from work",216021413,Numurkah,0
Males,4,"Employed, hours of work not stated",216021413,Numurkah,0
Females,4,"Employed, hours of work not stated",216021413,Numurkah,3
Persons,4,"Employed, hours of work not stated",216021413,Numurkah,3
Males,5,"Unemployed, looking for full-time work",216021413,Numurkah,0
Females,5,"Unemployed, looking for full-time work",216021413,Numurkah,0
Persons,5,"Unemployed, looking for full-time work",216021413,Numurkah,0
Males,6,"Unemployed, looking for part-time work",216021413,Numurkah,0
Females,6,"Unemployed, looking for part-time work",216021413,Numurkah,7
Persons,6,"Unemployed, looking for part-time work",216021413,Numurkah,7
Males,7,Not in the labour force,216021413,Numurkah,6
Females,7,Not in the labour force,216021413,Numurkah,76
Persons,7,Not in the labour force,216021413,Numurkah,84
Males,Z,Labour force status not stated,216021413,Numurkah,0
Females,Z,Labour force status not stated,216021413,Numurkah,0
Persons,Z,Labour force status not stated,216021413,Numurkah,0
Males,EMP,Total Employed,216021413,Numurkah,4
Females,EMP,Total Employed,216021413,Numurkah,29
Persons,EMP,Total Employed,216021413,Numurkah,32
Males,UEMP,Total Unemployed,216021413,Numurkah,0
Females,UEMP,Total Unemployed,216021413,Numurkah,6
Persons,UEMP,Total Unemployed,216021413,Numurkah,6
